"loc","year","month","deaths","deaths_lower","deaths_upper"
"Hawaii",2015,9,"19","NA","NA"
"Hawaii",2015,10,"15","NA","NA"
"Hawaii",2015,11,"15","NA","NA"
"Hawaii",2015,12,"16","NA","NA"
"Hawaii",2016,1,"13","NA","NA"
"Hawaii",2016,2,"19","NA","NA"
"Hawaii",2016,3,"20","NA","NA"
"Hawaii",2016,4,"12","NA","NA"
"Hawaii",2016,5,"17","NA","NA"
"Hawaii",2016,6,"12","NA","NA"
"Hawaii",2016,7,"14","NA","NA"
"Hawaii",2016,8,"26","NA","NA"
"Hawaii",2016,9,"10","NA","NA"
"Hawaii",2016,10,"13","NA","NA"
"Hawaii",2016,11,"17","NA","NA"
"Hawaii",2016,12,"18","NA","NA"
"Hawaii",2017,1,"17","NA","NA"
"Hawaii",2017,2,"<10","NA","NA"
"Hawaii",2017,3,"11","NA","NA"
"Hawaii",2017,4,"13","NA","NA"
"Hawaii",2017,5,"27","NA","NA"
"Hawaii",2017,6,"12","NA","NA"
"Hawaii",2017,7,"18","NA","NA"
"Hawaii",2017,8,"22","NA","NA"
"Hawaii",2017,9,"18","NA","NA"
"Hawaii",2017,10,"17","NA","NA"
"Hawaii",2017,11,"19","NA","NA"
"Hawaii",2017,12,"20","NA","NA"
"Hawaii",2018,1,"17","NA","NA"
"Hawaii",2018,2,"19","NA","NA"
"Hawaii",2018,3,"18","NA","NA"
"Hawaii",2018,4,"24","NA","NA"
"Hawaii",2018,5,"10","NA","NA"
"Hawaii",2018,6,"20","NA","NA"
"Hawaii",2018,7,"19","NA","NA"
"Hawaii",2018,8,"16","NA","NA"
"Hawaii",2018,9,"21","NA","NA"
"Hawaii",2018,10,"11","NA","NA"
"Hawaii",2018,11,"20","NA","NA"
"Hawaii",2018,12,"18","NA","NA"
"Hawaii",2019,1,"28","NA","NA"
"Hawaii",2019,2,"22","NA","NA"
"Hawaii",2019,3,"19","NA","NA"
"Hawaii",2019,4,"19","NA","NA"
"Hawaii",2019,5,"<10","NA","NA"
"Hawaii",2019,6,"21","NA","NA"
"Hawaii",2019,7,"19","NA","NA"
"Hawaii",2019,8,"25","NA","NA"
"Hawaii",2019,9,"20","NA","NA"
"Hawaii",2019,10,"23","NA","NA"
"Hawaii",2019,11,"17","NA","NA"
"Hawaii",2019,12,"21","NA","NA"
"Hawaii",2020,1,"15","12","18"
"Hawaii",2020,2,"15","12","18"
"Hawaii",2020,3,"26","21","31"
"Hawaii",2020,4,"21","17","25"
"Hawaii",2020,5,"25","20","30"
"Hawaii",2020,6,"24","19","29"
"Hawaii",2020,7,"24","19","29"
"Hawaii",2020,8,"18","14","22"
"Hawaii",2020,9,"27","21","33"
"Mississippi",2014,1,"42","NA","NA"
"Mississippi",2014,2,"33","NA","NA"
"Mississippi",2014,3,"25","NA","NA"
"Mississippi",2014,4,"23","NA","NA"
"Mississippi",2014,5,"22","NA","NA"
"Mississippi",2014,6,"33","NA","NA"
"Mississippi",2014,7,"19","NA","NA"
"Mississippi",2014,8,"33","NA","NA"
"Mississippi",2014,9,"30","NA","NA"
"Mississippi",2014,10,"26","NA","NA"
"Mississippi",2014,11,"27","NA","NA"
"Mississippi",2014,12,"23","NA","NA"
"Mississippi",2015,1,"30","NA","NA"
"Mississippi",2015,2,"30","NA","NA"
"Mississippi",2015,3,"35","NA","NA"
"Mississippi",2015,4,"33","NA","NA"
"Mississippi",2015,5,"30","NA","NA"
"Mississippi",2015,6,"34","NA","NA"
"Mississippi",2015,7,"34","NA","NA"
"Mississippi",2015,8,"32","NA","NA"
"Mississippi",2015,9,"18","NA","NA"
"Mississippi",2015,10,"24","NA","NA"
"Mississippi",2015,11,"24","NA","NA"
"Mississippi",2015,12,"27","NA","NA"
"Mississippi",2016,1,"33","NA","NA"
"Mississippi",2016,2,"27","NA","NA"
"Mississippi",2016,3,"30","NA","NA"
"Mississippi",2016,4,"24","NA","NA"
"Mississippi",2016,5,"29","NA","NA"
"Mississippi",2016,6,"27","NA","NA"
"Mississippi",2016,7,"32","NA","NA"
"Mississippi",2016,8,"28","NA","NA"
"Mississippi",2016,9,"32","NA","NA"
"Mississippi",2016,10,"34","NA","NA"
"Mississippi",2016,11,"25","NA","NA"
"Mississippi",2016,12,"31","NA","NA"
"Mississippi",2017,1,"31","NA","NA"
"Mississippi",2017,2,"21","NA","NA"
"Mississippi",2017,3,"39","NA","NA"
"Mississippi",2017,4,"31","NA","NA"
"Mississippi",2017,5,"25","NA","NA"
"Mississippi",2017,6,"29","NA","NA"
"Mississippi",2017,7,"26","NA","NA"
"Mississippi",2017,8,"19","NA","NA"
"Mississippi",2017,9,"41","NA","NA"
"Mississippi",2017,10,"30","NA","NA"
"Mississippi",2017,11,"33","NA","NA"
"Mississippi",2017,12,"29","NA","NA"
"Mississippi",2018,1,"24","NA","NA"
"Mississippi",2018,2,"32","NA","NA"
"Mississippi",2018,3,"27","NA","NA"
"Mississippi",2018,4,"17","NA","NA"
"Mississippi",2018,5,"26","NA","NA"
"Mississippi",2018,6,"24","NA","NA"
"Mississippi",2018,7,"30","NA","NA"
"Mississippi",2018,8,"33","NA","NA"
"Mississippi",2018,9,"28","NA","NA"
"Mississippi",2018,10,"21","NA","NA"
"Mississippi",2018,11,"28","NA","NA"
"Mississippi",2018,12,"20","NA","NA"
"Mississippi",2019,1,"27","NA","NA"
"Mississippi",2019,2,"22","NA","NA"
"Mississippi",2019,3,"38","NA","NA"
"Mississippi",2019,4,"27","NA","NA"
"Mississippi",2019,5,"40","NA","NA"
"Mississippi",2019,6,"42","NA","NA"
"Mississippi",2019,7,"39","NA","NA"
"Mississippi",2019,8,"33","NA","NA"
"Mississippi",2019,9,"29","NA","NA"
"Mississippi",2019,10,"32","NA","NA"
"Mississippi",2019,11,"32","NA","NA"
"Mississippi",2019,12,"33","NA","NA"
"Mississippi",2020,1,"35","31","39"
"Mississippi",2020,2,"38","33","43"
"Mississippi",2020,3,"39","34","44"
"Mississippi",2020,4,"36","31","41"
"Mississippi",2020,5,"58","50","66"
"Mississippi",2020,6,"45","39","51"
"Mississippi",2020,7,"48","41","55"
"Mississippi",2020,8,"59","51","67"
"Mississippi",2020,9,"33","28","38"
"California",2014,1,"388","NA","NA"
"California",2014,2,"376","NA","NA"
"California",2014,3,"413","NA","NA"
"California",2014,4,"381","NA","NA"
"California",2014,5,"408","NA","NA"
"California",2014,6,"370","NA","NA"
"California",2014,7,"411","NA","NA"
"California",2014,8,"369","NA","NA"
"California",2014,9,"347","NA","NA"
"California",2014,10,"350","NA","NA"
"California",2014,11,"374","NA","NA"
"California",2014,12,"335","NA","NA"
"California",2015,1,"416","NA","NA"
"California",2015,2,"381","NA","NA"
"California",2015,3,"400","NA","NA"
"California",2015,4,"401","NA","NA"
"California",2015,5,"380","NA","NA"
"California",2015,6,"363","NA","NA"
"California",2015,7,"429","NA","NA"
"California",2015,8,"397","NA","NA"
"California",2015,9,"420","NA","NA"
"California",2015,10,"386","NA","NA"
"California",2015,11,"339","NA","NA"
"California",2015,12,"347","NA","NA"
"California",2016,1,"394","NA","NA"
"California",2016,2,"383","NA","NA"
"California",2016,3,"416","NA","NA"
"California",2016,4,"426","NA","NA"
"California",2016,5,"398","NA","NA"
"California",2016,6,"402","NA","NA"
"California",2016,7,"407","NA","NA"
"California",2016,8,"384","NA","NA"
"California",2016,9,"339","NA","NA"
"California",2016,10,"333","NA","NA"
"California",2016,11,"379","NA","NA"
"California",2016,12,"394","NA","NA"
"California",2017,1,"402","NA","NA"
"California",2017,2,"339","NA","NA"
"California",2017,3,"409","NA","NA"
"California",2017,4,"409","NA","NA"
"California",2017,5,"448","NA","NA"
"California",2017,6,"440","NA","NA"
"California",2017,7,"456","NA","NA"
"California",2017,8,"414","NA","NA"
"California",2017,9,"403","NA","NA"
"California",2017,10,"426","NA","NA"
"California",2017,11,"362","NA","NA"
"California",2017,12,"361","NA","NA"
"California",2018,1,"479","NA","NA"
"California",2018,2,"408","NA","NA"
"California",2018,3,"440","NA","NA"
"California",2018,4,"427","NA","NA"
"California",2018,5,"406","NA","NA"
"California",2018,6,"466","NA","NA"
"California",2018,7,"476","NA","NA"
"California",2018,8,"480","NA","NA"
"California",2018,9,"476","NA","NA"
"California",2018,10,"450","NA","NA"
"California",2018,11,"390","NA","NA"
"California",2018,12,"450","NA","NA"
"California",2019,1,"485","NA","NA"
"California",2019,2,"457","NA","NA"
"California",2019,3,"508","NA","NA"
"California",2019,4,"493","NA","NA"
"California",2019,5,"517","NA","NA"
"California",2019,6,"546","NA","NA"
"California",2019,7,"528","NA","NA"
"California",2019,8,"574","NA","NA"
"California",2019,9,"525","NA","NA"
"California",2019,10,"500","NA","NA"
"California",2019,11,"539","NA","NA"
"California",2019,12,"529","NA","NA"
"California",2020,1,"565","550","580"
"California",2020,2,"620","604","636"
"California",2020,3,"694","676","712"
"California",2020,4,"708","689","727"
"California",2020,5,"788","767","809"
"California",2020,6,"768","747","789"
"California",2020,7,"888","864","912"
"California",2020,8,"1080","1052","1108"
"California",2020,9,"833","811","855"
"Oklahoma",2014,1,"66","NA","NA"
"Oklahoma",2014,2,"81","NA","NA"
"Oklahoma",2014,3,"79","NA","NA"
"Oklahoma",2014,4,"52","NA","NA"
"Oklahoma",2014,5,"65","NA","NA"
"Oklahoma",2014,6,"75","NA","NA"
"Oklahoma",2014,7,"54","NA","NA"
"Oklahoma",2014,8,"73","NA","NA"
"Oklahoma",2014,9,"70","NA","NA"
"Oklahoma",2014,10,"58","NA","NA"
"Oklahoma",2014,11,"44","NA","NA"
"Oklahoma",2014,12,"60","NA","NA"
"Oklahoma",2015,1,"80","NA","NA"
"Oklahoma",2015,2,"60","NA","NA"
"Oklahoma",2015,3,"74","NA","NA"
"Oklahoma",2015,4,"50","NA","NA"
"Oklahoma",2015,5,"56","NA","NA"
"Oklahoma",2015,6,"64","NA","NA"
"Oklahoma",2015,7,"52","NA","NA"
"Oklahoma",2015,8,"65","NA","NA"
"Oklahoma",2015,9,"61","NA","NA"
"Oklahoma",2015,10,"62","NA","NA"
"Oklahoma",2015,11,"47","NA","NA"
"Oklahoma",2015,12,"54","NA","NA"
"Oklahoma",2016,1,"59","NA","NA"
"Oklahoma",2016,2,"74","NA","NA"
"Oklahoma",2016,3,"64","NA","NA"
"Oklahoma",2016,4,"66","NA","NA"
"Oklahoma",2016,5,"76","NA","NA"
"Oklahoma",2016,6,"57","NA","NA"
"Oklahoma",2016,7,"77","NA","NA"
"Oklahoma",2016,8,"81","NA","NA"
"Oklahoma",2016,9,"54","NA","NA"
"Oklahoma",2016,10,"78","NA","NA"
"Oklahoma",2016,11,"47","NA","NA"
"Oklahoma",2016,12,"80","NA","NA"
"Oklahoma",2017,1,"80","NA","NA"
"Oklahoma",2017,2,"75","NA","NA"
"Oklahoma",2017,3,"77","NA","NA"
"Oklahoma",2017,4,"69","NA","NA"
"Oklahoma",2017,5,"59","NA","NA"
"Oklahoma",2017,6,"79","NA","NA"
"Oklahoma",2017,7,"70","NA","NA"
"Oklahoma",2017,8,"50","NA","NA"
"Oklahoma",2017,9,"59","NA","NA"
"Oklahoma",2017,10,"49","NA","NA"
"Oklahoma",2017,11,"48","NA","NA"
"Oklahoma",2017,12,"60","NA","NA"
"Oklahoma",2018,1,"73","NA","NA"
"Oklahoma",2018,2,"57","NA","NA"
"Oklahoma",2018,3,"64","NA","NA"
"Oklahoma",2018,4,"60","NA","NA"
"Oklahoma",2018,5,"78","NA","NA"
"Oklahoma",2018,6,"63","NA","NA"
"Oklahoma",2018,7,"51","NA","NA"
"Oklahoma",2018,8,"61","NA","NA"
"Oklahoma",2018,9,"53","NA","NA"
"Oklahoma",2018,10,"58","NA","NA"
"Oklahoma",2018,11,"45","NA","NA"
"Oklahoma",2018,12,"53","NA","NA"
"Oklahoma",2019,1,"45","NA","NA"
"Oklahoma",2019,2,"40","NA","NA"
"Oklahoma",2019,3,"42","NA","NA"
"Oklahoma",2019,4,"51","NA","NA"
"Oklahoma",2019,5,"58","NA","NA"
"Oklahoma",2019,6,"58","NA","NA"
"Oklahoma",2019,7,"52","NA","NA"
"Oklahoma",2019,8,"56","NA","NA"
"Oklahoma",2019,9,"68","NA","NA"
"Oklahoma",2019,10,"56","NA","NA"
"Oklahoma",2019,11,"62","NA","NA"
"Oklahoma",2019,12,"57","NA","NA"
"Oklahoma",2020,1,"44","41","47"
"Oklahoma",2020,2,"43","39","47"
"Oklahoma",2020,3,"72","66","78"
"Oklahoma",2020,4,"66","61","71"
"Oklahoma",2020,5,"79","73","85"
"Oklahoma",2020,6,"65","59","71"
"Oklahoma",2020,7,"77","70","84"
"Oklahoma",2020,8,"75","68","82"
"Oklahoma",2020,9,"54","49","59"
"Minnesota",2014,1,"42","NA","NA"
"Minnesota",2014,2,"44","NA","NA"
"Minnesota",2014,3,"56","NA","NA"
"Minnesota",2014,4,"41","NA","NA"
"Minnesota",2014,5,"38","NA","NA"
"Minnesota",2014,6,"42","NA","NA"
"Minnesota",2014,7,"47","NA","NA"
"Minnesota",2014,8,"35","NA","NA"
"Minnesota",2014,9,"43","NA","NA"
"Minnesota",2014,10,"49","NA","NA"
"Minnesota",2014,11,"42","NA","NA"
"Minnesota",2014,12,"38","NA","NA"
"Minnesota",2015,1,"50","NA","NA"
"Minnesota",2015,2,"39","NA","NA"
"Minnesota",2015,3,"61","NA","NA"
"Minnesota",2015,4,"49","NA","NA"
"Minnesota",2015,5,"46","NA","NA"
"Minnesota",2015,6,"40","NA","NA"
"Minnesota",2015,7,"49","NA","NA"
"Minnesota",2015,8,"48","NA","NA"
"Minnesota",2015,9,"54","NA","NA"
"Minnesota",2015,10,"55","NA","NA"
"Minnesota",2015,11,"45","NA","NA"
"Minnesota",2015,12,"45","NA","NA"
"Minnesota",2016,1,"64","NA","NA"
"Minnesota",2016,2,"63","NA","NA"
"Minnesota",2016,3,"53","NA","NA"
"Minnesota",2016,4,"51","NA","NA"
"Minnesota",2016,5,"54","NA","NA"
"Minnesota",2016,6,"58","NA","NA"
"Minnesota",2016,7,"45","NA","NA"
"Minnesota",2016,8,"56","NA","NA"
"Minnesota",2016,9,"56","NA","NA"
"Minnesota",2016,10,"50","NA","NA"
"Minnesota",2016,11,"64","NA","NA"
"Minnesota",2016,12,"58","NA","NA"
"Minnesota",2017,1,"58","NA","NA"
"Minnesota",2017,2,"60","NA","NA"
"Minnesota",2017,3,"65","NA","NA"
"Minnesota",2017,4,"58","NA","NA"
"Minnesota",2017,5,"64","NA","NA"
"Minnesota",2017,6,"63","NA","NA"
"Minnesota",2017,7,"46","NA","NA"
"Minnesota",2017,8,"65","NA","NA"
"Minnesota",2017,9,"75","NA","NA"
"Minnesota",2017,10,"55","NA","NA"
"Minnesota",2017,11,"64","NA","NA"
"Minnesota",2017,12,"60","NA","NA"
"Minnesota",2018,1,"48","NA","NA"
"Minnesota",2018,2,"59","NA","NA"
"Minnesota",2018,3,"59","NA","NA"
"Minnesota",2018,4,"45","NA","NA"
"Minnesota",2018,5,"52","NA","NA"
"Minnesota",2018,6,"52","NA","NA"
"Minnesota",2018,7,"56","NA","NA"
"Minnesota",2018,8,"48","NA","NA"
"Minnesota",2018,9,"48","NA","NA"
"Minnesota",2018,10,"56","NA","NA"
"Minnesota",2018,11,"60","NA","NA"
"Minnesota",2018,12,"53","NA","NA"
"Minnesota",2019,1,"73","NA","NA"
"Minnesota",2019,2,"56","NA","NA"
"Minnesota",2019,3,"53","NA","NA"
"Minnesota",2019,4,"67","NA","NA"
"Minnesota",2019,5,"66","NA","NA"
"Minnesota",2019,6,"71","NA","NA"
"Minnesota",2019,7,"73","NA","NA"
"Minnesota",2019,8,"70","NA","NA"
"Minnesota",2019,9,"61","NA","NA"
"Minnesota",2019,10,"66","NA","NA"
"Minnesota",2019,11,"62","NA","NA"
"Minnesota",2019,12,"74","NA","NA"
"Minnesota",2020,1,"67","63","71"
"Minnesota",2020,2,"65","61","69"
"Minnesota",2020,3,"89","84","94"
"Minnesota",2020,4,"98","93","103"
"Minnesota",2020,5,"114","108","120"
"Minnesota",2020,6,"85","80","90"
"Minnesota",2020,7,"91","86","96"
"Minnesota",2020,8,"111","105","117"
"Minnesota",2020,9,"82","78","86"
"Washington",2014,1,"79","NA","NA"
"Washington",2014,2,"83","NA","NA"
"Washington",2014,3,"77","NA","NA"
"Washington",2014,4,"87","NA","NA"
"Washington",2014,5,"96","NA","NA"
"Washington",2014,6,"79","NA","NA"
"Washington",2014,7,"81","NA","NA"
"Washington",2014,8,"95","NA","NA"
"Washington",2014,9,"57","NA","NA"
"Washington",2014,10,"80","NA","NA"
"Washington",2014,11,"81","NA","NA"
"Washington",2014,12,"84","NA","NA"
"Washington",2015,1,"85","NA","NA"
"Washington",2015,2,"86","NA","NA"
"Washington",2015,3,"95","NA","NA"
"Washington",2015,4,"84","NA","NA"
"Washington",2015,5,"105","NA","NA"
"Washington",2015,6,"102","NA","NA"
"Washington",2015,7,"101","NA","NA"
"Washington",2015,8,"89","NA","NA"
"Washington",2015,9,"80","NA","NA"
"Washington",2015,10,"92","NA","NA"
"Washington",2015,11,"95","NA","NA"
"Washington",2015,12,"80","NA","NA"
"Washington",2016,1,"109","NA","NA"
"Washington",2016,2,"88","NA","NA"
"Washington",2016,3,"95","NA","NA"
"Washington",2016,4,"111","NA","NA"
"Washington",2016,5,"103","NA","NA"
"Washington",2016,6,"101","NA","NA"
"Washington",2016,7,"118","NA","NA"
"Washington",2016,8,"91","NA","NA"
"Washington",2016,9,"69","NA","NA"
"Washington",2016,10,"76","NA","NA"
"Washington",2016,11,"65","NA","NA"
"Washington",2016,12,"76","NA","NA"
"Washington",2017,1,"92","NA","NA"
"Washington",2017,2,"92","NA","NA"
"Washington",2017,3,"105","NA","NA"
"Washington",2017,4,"90","NA","NA"
"Washington",2017,5,"99","NA","NA"
"Washington",2017,6,"77","NA","NA"
"Washington",2017,7,"118","NA","NA"
"Washington",2017,8,"104","NA","NA"
"Washington",2017,9,"98","NA","NA"
"Washington",2017,10,"92","NA","NA"
"Washington",2017,11,"91","NA","NA"
"Washington",2017,12,"111","NA","NA"
"Washington",2018,1,"93","NA","NA"
"Washington",2018,2,"97","NA","NA"
"Washington",2018,3,"102","NA","NA"
"Washington",2018,4,"88","NA","NA"
"Washington",2018,5,"98","NA","NA"
"Washington",2018,6,"99","NA","NA"
"Washington",2018,7,"99","NA","NA"
"Washington",2018,8,"105","NA","NA"
"Washington",2018,9,"101","NA","NA"
"Washington",2018,10,"102","NA","NA"
"Washington",2018,11,"80","NA","NA"
"Washington",2018,12,"100","NA","NA"
"Washington",2019,1,"109","NA","NA"
"Washington",2019,2,"101","NA","NA"
"Washington",2019,3,"107","NA","NA"
"Washington",2019,4,"86","NA","NA"
"Washington",2019,5,"94","NA","NA"
"Washington",2019,6,"109","NA","NA"
"Washington",2019,7,"112","NA","NA"
"Washington",2019,8,"119","NA","NA"
"Washington",2019,9,"107","NA","NA"
"Washington",2019,10,"101","NA","NA"
"Washington",2019,11,"99","NA","NA"
"Washington",2019,12,"115","NA","NA"
"Washington",2020,1,"119","114","124"
"Washington",2020,2,"115","110","120"
"Washington",2020,3,"151","145","157"
"Washington",2020,4,"151","145","157"
"Washington",2020,5,"163","156","170"
"Washington",2020,6,"148","142","154"
"Washington",2020,7,"157","150","164"
"Washington",2020,8,"158","151","165"
"Washington",2020,9,"125","120","130"
"New York",2014,1,"219","NA","NA"
"New York",2014,2,"178","NA","NA"
"New York",2014,3,"219","NA","NA"
"New York",2014,4,"172","NA","NA"
"New York",2014,5,"214","NA","NA"
"New York",2014,6,"166","NA","NA"
"New York",2014,7,"196","NA","NA"
"New York",2014,8,"169","NA","NA"
"New York",2014,9,"175","NA","NA"
"New York",2014,10,"206","NA","NA"
"New York",2014,11,"179","NA","NA"
"New York",2014,12,"207","NA","NA"
"New York",2015,1,"206","NA","NA"
"New York",2015,2,"191","NA","NA"
"New York",2015,3,"222","NA","NA"
"New York",2015,4,"248","NA","NA"
"New York",2015,5,"246","NA","NA"
"New York",2015,6,"211","NA","NA"
"New York",2015,7,"242","NA","NA"
"New York",2015,8,"239","NA","NA"
"New York",2015,9,"239","NA","NA"
"New York",2015,10,"240","NA","NA"
"New York",2015,11,"236","NA","NA"
"New York",2015,12,"234","NA","NA"
"New York",2016,1,"278","NA","NA"
"New York",2016,2,"289","NA","NA"
"New York",2016,3,"334","NA","NA"
"New York",2016,4,"321","NA","NA"
"New York",2016,5,"295","NA","NA"
"New York",2016,6,"292","NA","NA"
"New York",2016,7,"324","NA","NA"
"New York",2016,8,"301","NA","NA"
"New York",2016,9,"299","NA","NA"
"New York",2016,10,"306","NA","NA"
"New York",2016,11,"288","NA","NA"
"New York",2016,12,"311","NA","NA"
"New York",2017,1,"370","NA","NA"
"New York",2017,2,"298","NA","NA"
"New York",2017,3,"348","NA","NA"
"New York",2017,4,"321","NA","NA"
"New York",2017,5,"381","NA","NA"
"New York",2017,6,"349","NA","NA"
"New York",2017,7,"343","NA","NA"
"New York",2017,8,"316","NA","NA"
"New York",2017,9,"355","NA","NA"
"New York",2017,10,"286","NA","NA"
"New York",2017,11,"253","NA","NA"
"New York",2017,12,"301","NA","NA"
"New York",2018,1,"379","NA","NA"
"New York",2018,2,"269","NA","NA"
"New York",2018,3,"295","NA","NA"
"New York",2018,4,"304","NA","NA"
"New York",2018,5,"317","NA","NA"
"New York",2018,6,"317","NA","NA"
"New York",2018,7,"328","NA","NA"
"New York",2018,8,"320","NA","NA"
"New York",2018,9,"275","NA","NA"
"New York",2018,10,"325","NA","NA"
"New York",2018,11,"268","NA","NA"
"New York",2018,12,"300","NA","NA"
"New York",2019,1,"267","NA","NA"
"New York",2019,2,"282","NA","NA"
"New York",2019,3,"319","NA","NA"
"New York",2019,4,"273","NA","NA"
"New York",2019,5,"294","NA","NA"
"New York",2019,6,"293","NA","NA"
"New York",2019,7,"355","NA","NA"
"New York",2019,8,"325","NA","NA"
"New York",2019,9,"277","NA","NA"
"New York",2019,10,"326","NA","NA"
"New York",2019,11,"297","NA","NA"
"New York",2019,12,"309","NA","NA"
"New York",2020,1,"362","348","376"
"New York",2020,2,"371","357","385"
"New York",2020,3,"409","393","425"
"New York",2020,4,"393","378","408"
"New York",2020,5,"431","414","448"
"New York",2020,6,"422","406","438"
"New York",2020,7,"462","442","482"
"New York",2020,8,"507","485","529"
"New York",2020,9,"388","371","405"
"North Carolina",2014,1,"104","NA","NA"
"North Carolina",2014,2,"138","NA","NA"
"North Carolina",2014,3,"115","NA","NA"
"North Carolina",2014,4,"112","NA","NA"
"North Carolina",2014,5,"110","NA","NA"
"North Carolina",2014,6,"89","NA","NA"
"North Carolina",2014,7,"117","NA","NA"
"North Carolina",2014,8,"134","NA","NA"
"North Carolina",2014,9,"104","NA","NA"
"North Carolina",2014,10,"127","NA","NA"
"North Carolina",2014,11,"103","NA","NA"
"North Carolina",2014,12,"105","NA","NA"
"North Carolina",2015,1,"118","NA","NA"
"North Carolina",2015,2,"136","NA","NA"
"North Carolina",2015,3,"121","NA","NA"
"North Carolina",2015,4,"117","NA","NA"
"North Carolina",2015,5,"143","NA","NA"
"North Carolina",2015,6,"108","NA","NA"
"North Carolina",2015,7,"136","NA","NA"
"North Carolina",2015,8,"132","NA","NA"
"North Carolina",2015,9,"136","NA","NA"
"North Carolina",2015,10,"143","NA","NA"
"North Carolina",2015,11,"141","NA","NA"
"North Carolina",2015,12,"136","NA","NA"
"North Carolina",2016,1,"169","NA","NA"
"North Carolina",2016,2,"143","NA","NA"
"North Carolina",2016,3,"179","NA","NA"
"North Carolina",2016,4,"161","NA","NA"
"North Carolina",2016,5,"186","NA","NA"
"North Carolina",2016,6,"158","NA","NA"
"North Carolina",2016,7,"160","NA","NA"
"North Carolina",2016,8,"177","NA","NA"
"North Carolina",2016,9,"143","NA","NA"
"North Carolina",2016,10,"166","NA","NA"
"North Carolina",2016,11,"146","NA","NA"
"North Carolina",2016,12,"168","NA","NA"
"North Carolina",2017,1,"215","NA","NA"
"North Carolina",2017,2,"193","NA","NA"
"North Carolina",2017,3,"210","NA","NA"
"North Carolina",2017,4,"191","NA","NA"
"North Carolina",2017,5,"202","NA","NA"
"North Carolina",2017,6,"229","NA","NA"
"North Carolina",2017,7,"195","NA","NA"
"North Carolina",2017,8,"244","NA","NA"
"North Carolina",2017,9,"191","NA","NA"
"North Carolina",2017,10,"184","NA","NA"
"North Carolina",2017,11,"160","NA","NA"
"North Carolina",2017,12,"200","NA","NA"
"North Carolina",2018,1,"197","NA","NA"
"North Carolina",2018,2,"163","NA","NA"
"North Carolina",2018,3,"174","NA","NA"
"North Carolina",2018,4,"180","NA","NA"
"North Carolina",2018,5,"208","NA","NA"
"North Carolina",2018,6,"217","NA","NA"
"North Carolina",2018,7,"183","NA","NA"
"North Carolina",2018,8,"189","NA","NA"
"North Carolina",2018,9,"207","NA","NA"
"North Carolina",2018,10,"194","NA","NA"
"North Carolina",2018,11,"176","NA","NA"
"North Carolina",2018,12,"171","NA","NA"
"North Carolina",2019,1,"180","NA","NA"
"North Carolina",2019,2,"199","NA","NA"
"North Carolina",2019,3,"224","NA","NA"
"North Carolina",2019,4,"186","NA","NA"
"North Carolina",2019,5,"193","NA","NA"
"North Carolina",2019,6,"207","NA","NA"
"North Carolina",2019,7,"191","NA","NA"
"North Carolina",2019,8,"172","NA","NA"
"North Carolina",2019,9,"194","NA","NA"
"North Carolina",2019,10,"190","NA","NA"
"North Carolina",2019,11,"175","NA","NA"
"North Carolina",2019,12,"155","NA","NA"
"North Carolina",2020,1,"201","191","211"
"North Carolina",2020,2,"200","189","211"
"North Carolina",2020,3,"218","206","230"
"North Carolina",2020,4,"211","200","222"
"North Carolina",2020,5,"248","235","261"
"North Carolina",2020,6,"66","62","70"
"North Carolina",2020,7,"464","439","489"
"North Carolina",2020,8,"252","239","265"
"North Carolina",2020,9,"199","188","210"
"Oregon",2014,1,"46","NA","NA"
"Oregon",2014,2,"35","NA","NA"
"Oregon",2014,3,"39","NA","NA"
"Oregon",2014,4,"32","NA","NA"
"Oregon",2014,5,"54","NA","NA"
"Oregon",2014,6,"46","NA","NA"
